Query_2159897,WP_390485598.1,96.667,90,3,0,1,90,73,162,5.52e-54,176,97.78
Query_2159897,WP_390564355.1,96.667,90,3,0,1,90,14,103,6.58e-54,176,97.78
Query_2159897,WP_275718361.1,96.667,90,3,0,1,90,47,136,6.63e-54,175,97.78
Query_2159897,WP_317579525.1,96.667,90,3,0,1,90,73,162,1.68e-53,176,97.78
Query_2159897,WP_330164222.1,96.667,90,3,0,1,90,73,162,1.68e-53,176,97.78
Query_2159897,WP_457802062.1,96.667,90,3,0,1,90,73,162,1.69e-53,176,97.78
Query_2159897,WP_317450584.1,96.667,90,3,0,1,90,73,162,1.84e-53,176,97.78
Query_2159897,WP_452659682.1,96.667,90,3,0,1,90,73,162,2.16e-53,176,97.78
Query_2159897,WP_306466154.1,96.667,90,3,0,1,90,73,162,2.75e-53,177,97.78
Query_2159897,WP_317623524.1,96.667,90,3,0,1,90,73,162,5.17e-53,176,97.78
Query_2159897,WP_274540652.1,96.667,90,3,0,1,90,39,128,5.26e-53,176,97.78
Query_2159897,WP_275887312.1,96.667,90,3,0,1,90,73,162,5.67e-53,176,97.78
Query_2159897,WP_353986336.1,95.556,90,4,0,1,90,66,155,6.80e-53,172,96.67
Query_2159897,WP_317450492.1,96.667,90,3,0,1,90,73,162,1.94e-52,177,97.78
Query_2159897,WP_113605489.1,96.667,90,3,0,1,90,50,139,1.97e-52,177,97.78
Query_2159897,WP_430727084.1,96.667,90,3,0,1,90,73,162,3.33e-52,177,97.78
Query_2159897,WP_149890624.1,96.667,90,3,0,1,90,73,162,4.11e-52,177,97.78
Query_2159897,WP_161193426.1,96.667,90,3,0,1,90,4,93,9.80e-52,177,97.78
Query_2159897,WP_274541210.1,97.647,85,2,0,6,90,1,85,1.65e-51,170,98.82
Query_2159897,WP_110145076.1,96.667,90,3,0,1,90,73,162,1.75e-51,177,97.78
Query_2159897,WP_318527158.1,95.556,90,4,0,1,90,73,162,1.79e-51,174,96.67
Query_2159897,WP_110149753.1,96.667,90,3,0,1,90,52,141,1.91e-51,177,97.78
Query_2159897,WP_078067968.1,96.667,90,3,0,1,90,73,162,3.16e-51,177,97.78
Query_2159897,WP_115830364.1,96.667,90,3,0,1,90,73,162,3.75e-51,177,97.78
Query_2159897,WP_095236778.1,96.667,90,3,0,1,90,73,162,4.19e-51,177,97.78
Query_2159897,WP_078097414.1,96.667,90,3,0,1,90,73,162,4.42e-51,177,97.78
Query_2159897,WP_399626658.1,96.667,90,3,0,1,90,73,162,6.77e-51,177,97.78
Query_2159897,WP_110164651.1,96.667,90,3,0,1,90,73,162,6.96e-51,177,97.78
Query_2159897,WP_115834517.1,96.667,90,3,0,1,90,73,162,7.35e-51,177,97.78
Query_2159897,WP_275655856.1,98.810,84,1,0,1,84,73,156,8.77e-51,167,98.81
Query_2159897,WP_250029911.1,96.667,90,3,0,1,90,28,117,9.41e-51,177,97.78
Query_2159897,WP_078072276.1,96.667,90,3,0,1,90,73,162,1.47e-50,177,97.78
Query_2159897,WP_078092945.1,96.667,90,3,0,1,90,73,162,1.69e-50,177,97.78
